Item;Referencia;Desc. item;cod_siesa;id_insumo;id_insumo_p;und_negocio;cod_centro
484;168;LENTE INTRAOCULAR SA60AT+39.50          ;LI-0000096;150;3;U04;200101
485;169;LENTE INTRAOCULAR SA60AT+40.00          ;LI-0000097;150;3;U04;200101
486;170;LENTE INTRAOCULAR NATURAL+6.00          ;LI-0000098;150;3;U04;200101
487;171;LENTE INTRAOCULAR NATURAL+6.50          ;LI-0000099;150;3;U04;200101
488;172;LENTE INTRAOCULAR NATURAL+7.00          ;LI-0000100;150;3;U04;200101
489;173;LENTE INTRAOCULAR NATURAL+7.50          ;LI-0000101;150;3;U04;200101
490;174;LENTE INTRAOCULAR NATURAL+8.00          ;LI-0000102;150;3;U04;200101
491;175;LENTE INTRAOCULAR NATURAL+8.50          ;LI-0000103;150;3;U04;200101
492;176;LENTE INTRAOCULAR NATURAL+9.00          ;LI-0000104;150;3;U04;200101
493;177;LENTE INTRAOCULAR NATURAL+9.30          ;LI-0000105;150;3;U04;200101
494;178;LENTE INTRAOCULAR NATURAL+10.00         ;LI-0000106;150;3;U04;200101
495;179;LENTE INTRAOCULAR NATURAL+10.30         ;LI-0000107;150;3;U04;200101
496;180;LENTE INTRAOCULAR NATURAL+11.00         ;LI-0000108;150;3;U04;200101
497;181;LENTE INTRAOCULAR NATURAL+11.50         ;LI-0000109;150;3;U04;200101
498;182;LENTE INTRAOCULAR NATURAL+12.00         ;LI-0000110;150;3;U04;200101
499;183;LENTE INTRAOCULAR NATURAL+12.50         ;LI-0000111;150;3;U04;200101
500;184;LENTE INTRAOCULAR NATURAL+13.00         ;LI-0000112;150;3;U04;200101
501;185;LENTE INTRAOCULAR NATURAL+13.50         ;LI-0000113;150;3;U04;200101
502;186;LENTE INTRAOCULAR NATURAL+14.00         ;LI-0000114;150;3;U04;200101
503;187;LENTE INTRAOCULAR NATURAL+14.50         ;LI-0000115;150;3;U04;200101
504;188;LENTE INTRAOCULAR NATURAL+15.00         ;LI-0000116;150;3;U04;200101
505;189;LENTE INTRAOCULAR NATURAL+15.50         ;LI-0000117;150;3;U04;200101
506;190;LENTE INTRAOCULAR NATURAL+16.00         ;LI-0000118;150;3;U04;200101
507;191;LENTE INTRAOCULAR NATURAL+16.50         ;LI-0000119;150;3;U04;200101
508;192;LENTE INTRAOCULAR NATURAL+17.00         ;LI-0000120;150;3;U04;200101
509;193;LENTE INTRAOCULAR NATURAL+17.50         ;LI-0000121;150;3;U04;200101
510;194;LENTE INTRAOCULAR NATURAL+18.00         ;LI-0000122;150;3;U04;200101
511;195;LENTE INTRAOCULAR NATURAL+18.50         ;LI-0000123;150;3;U04;200101
512;196;LENTE INTRAOCULAR NATURAL+19.00         ;LI-0000124;150;3;U04;200101
513;197;LENTE INTRAOCULAR NATURAL+19.50         ;LI-0000125;150;3;U04;200101
514;198;LENTE INTRAOCULAR NATURAL+20.00         ;LI-0000126;150;3;U04;200101
515;199;LENTE INTRAOCULAR NATURAL+20.50         ;LI-0000127;150;3;U04;200101
516;200;LENTE INTRAOCULAR NATURAL+21.00         ;LI-0000128;150;3;U04;200101
517;201;LENTE INTRAOCULAR NATURAL+21.50         ;LI-0000129;150;3;U04;200101
518;202;LENTE INTRAOCULAR NATURAL+22.00         ;LI-0000130;150;3;U04;200101
519;203;LENTE INTRAOCULAR NATURAL+22.50         ;LI-0000131;150;3;U04;200101
520;204;LENTE INTRAOCULAR NATURAL+23.00         ;LI-0000132;150;3;U04;200101
521;205;LENTE INTRAOCULAR NATURAL+23.50         ;LI-0000133;150;3;U04;200101
522;206;LENTE INTRAOCULAR NATURAL+24.00         ;LI-0000134;150;3;U04;200101
523;207;LENTE INTRAOCULAR NATURAL+24.50         ;LI-0000135;150;3;U04;200101
524;208;LENTE INTRAOCULAR NATURAL+25.00         ;LI-0000136;150;3;U04;200101
525;209;LENTE INTRAOCULAR NATURAL+25.50         ;LI-0000137;150;3;U04;200101
526;210;LENTE INTRAOCULAR NATURAL+26.00         ;LI-0000138;150;3;U04;200101
527;211;LENTE INTRAOCULAR NATURAL+26.50         ;LI-0000139;150;3;U04;200101
528;212;LENTE INTRAOCULAR NATURAL+27.00         ;LI-0000140;150;3;U04;200101
529;213;LENTE INTRAOCULAR NATURAL+27.50         ;LI-0000141;150;3;U04;200101
530;214;LENTE INTRAOCULAR NATURAL+28.00         ;LI-0000142;150;3;U04;200101
531;215;LENTE INTRAOCULAR NATURAL+28.50         ;LI-0000143;150;3;U04;200101
532;216;LENTE INTRAOCULAR NATURAL+29.00         ;LI-0000144;150;3;U04;200101
533;217;LENTE INTRAOCULAR NATURAL+29.50         ;LI-0000145;150;3;U04;200101
534;218;LENTE INTRAOCULAR NATURAL+30.00         ;LI-0000146;150;3;U04;200101
535;219;LENTE INTRAOCULAR NATURAL+30.50         ;LI-0000147;150;3;U04;200101
536;220;LENTE INTRAOCULAR NATURAL+31.00         ;LI-0000148;150;3;U04;200101
537;221;LENTE INTRAOCULAR NATURAL+31.50         ;LI-0000149;150;3;U04;200101
538;222;LENTE INTRAOCULAR NATURAL+32.00         ;LI-0000150;150;3;U04;200101
539;223;LENTE INTRAOCULAR NATURAL+32.50         ;LI-0000151;150;3;U04;200101
540;224;LENTE INTRAOCULAR NATURAL+33.00         ;LI-0000152;150;3;U04;200101
541;225;LENTE INTRAOCULAR NATURAL+33.50         ;LI-0000153;150;3;U04;200101
542;226;LENTE INTRAOCULAR NATURAL+34.00         ;LI-0000154;150;3;U04;200101
543;227;LENTE INTRAOCULAR NATURAL+34.50         ;LI-0000155;150;3;U04;200101
544;228;LENTE INTRAOCULAR NATURAL+35.00         ;LI-0000156;150;3;U04;200101
545;229;LENTE INTRAOCULAR NATURAL+35.50         ;LI-0000157;150;3;U04;200101
546;230;LENTE INTRAOCULAR NATURAL+36.00         ;LI-0000158;150;3;U04;200101
547;231;LENTE INTRAOCULAR NATURAL+36.50         ;LI-0000159;150;3;U04;200101
548;232;LENTE INTRAOCULAR NATURAL+37.00         ;LI-0000160;150;3;U04;200101
549;233;LENTE INTRAOCULAR NATURAL+37.50         ;LI-0000161;150;3;U04;200101
550;234;LENTE INTRAOCULAR NATURAL+38.00         ;LI-0000162;150;3;U04;200101
551;235;LENTE INTRAOCULAR NATURAL+38.50         ;LI-0000163;150;3;U04;200101
552;236;LENTE INTRAOCULAR NATURAL+39.00         ;LI-0000164;150;3;U04;200101
553;237;LENTE INTRAOCULAR NATURAL+39.50         ;LI-0000165;150;3;U04;200101
554;238;LENTE INTRAOCULAR NATURAL+40.00         ;LI-0000166;150;3;U04;200101
555;239;LENTE INTRAOCULAR IQ+6.00               ;LI-0000167;150;3;U04;200101
556;240;LENTE INTRAOCULAR IQ+6.50               ;LI-0000168;150;3;U04;200101
557;241;LENTE INTRAOCULAR IQ+7.00               ;LI-0000169;150;3;U04;200101
558;242;LENTE INTRAOCULAR IQ+7.50               ;LI-0000170;150;3;U04;200101
559;243;LENTE INTRAOCULAR IQ+8.00               ;LI-0000171;150;3;U04;200101
560;244;LENTE INTRAOCULAR IQ+8.50               ;LI-0000172;150;3;U04;200101
561;245;LENTE INTRAOCULAR IQ+9.00               ;LI-0000173;150;3;U04;200101
562;246;LENTE INTRAOCULAR IQ+9.50               ;LI-0000174;150;3;U04;200101
563;247;LENTE INTRAOCULAR IQ+10.00              ;LI-0000175;150;3;U04;200101
564;248;LENTE INTRAOCULAR IQ+10.50              ;LI-0000176;150;3;U04;200101
565;249;LENTE INTRAOCULAR IQ+11.00              ;LI-0000177;150;3;U04;200101
566;250;LENTE INTRAOCULAR IQ+11.50              ;LI-0000178;150;3;U04;200101
567;251;LENTE INTRAOCULAR IQ+12.00              ;LI-0000179;150;3;U04;200101
568;252;LENTE INTRAOCULAR IQ+12.50              ;LI-0000180;150;3;U04;200101
569;253;LENTE INTRAOCULAR IQ+13.00              ;LI-0000181;150;3;U04;200101
570;254;LENTE INTRAOCULAR IQ+13.50              ;LI-0000182;150;3;U04;200101
571;255;LENTE INTRAOCULAR IQ+14.00              ;LI-0000183;150;3;U04;200101
572;256;LENTE INTRAOCULAR IQ+14.50              ;LI-0000184;150;3;U04;200101
573;257;LENTE INTRAOCULAR IQ+15.00              ;LI-0000185;150;3;U04;200101
574;258;LENTE INTRAOCULAR IQ+15.50              ;LI-0000186;150;3;U04;200101
575;259;LENTE INTRAOCULAR IQ+16.00              ;LI-0000187;150;3;U04;200101
576;260;LENTE INTRAOCULAR IQ+16.50              ;LI-0000188;150;3;U04;200101
577;261;LENTE INTRAOCULAR IQ+17.00              ;LI-0000189;150;3;U04;200101
578;262;LENTE INTRAOCULAR IQ+17.50              ;LI-0000190;150;3;U04;200101
579;263;LENTE INTRAOCULAR IQ+18.00              ;LI-0000191;150;3;U04;200101
580;264;LENTE INTRAOCULAR IQ+18.50              ;LI-0000192;150;3;U04;200101
581;265;LENTE INTRAOCULAR IQ+19.00              ;LI-0000193;150;3;U04;200101
582;266;LENTE INTRAOCULAR IQ+19.50              ;LI-0000194;150;3;U04;200101
583;267;LENTE INTRAOCULAR IQ+20.00              ;LI-0000195;150;3;U04;200101
584;268;LENTE INTRAOCULAR IQ+20.50              ;LI-0000196;150;3;U04;200101
585;269;LENTE INTRAOCULAR IQ+21.00              ;LI-0000197;150;3;U04;200101
586;270;LENTE INTRAOCULAR IQ+21.50              ;LI-0000198;150;3;U04;200101
587;271;LENTE INTRAOCULAR IQ+22.00              ;LI-0000199;150;3;U04;200101
588;272;LENTE INTRAOCULAR IQ+22.50              ;LI-0000200;150;3;U04;200101
589;273;LENTE INTRAOCULAR IQ+23.00              ;LI-0000201;150;3;U04;200101
590;274;LENTE INTRAOCULAR IQ+23.50              ;LI-0000202;150;3;U04;200101
591;275;LENTE INTRAOCULAR IQ+24.00              ;LI-0000203;150;3;U04;200101
592;276;LENTE INTRAOCULAR IQ+24.50              ;LI-0000204;150;3;U04;200101
593;277;LENTE INTRAOCULAR IQ+25.00              ;LI-0000205;150;3;U04;200101
594;278;LENTE INTRAOCULAR IQ+25.50              ;LI-0000206;150;3;U04;200101
595;279;LENTE INTRAOCULAR IQ+26.00              ;LI-0000207;150;3;U04;200101
596;280;LENTE INTRAOCULAR IQ+26.50              ;LI-0000208;150;3;U04;200101
597;281;LENTE INTRAOCULAR IQ+27.00              ;LI-0000209;150;3;U04;200101
598;282;LENTE INTRAOCULAR IQ+27.50              ;LI-0000210;150;3;U04;200101
599;283;LENTE INTRAOCULAR IQ+28.00              ;LI-0000211;150;3;U04;200101
600;284;LENTE INTRAOCULAR IQ+28.50              ;LI-0000212;150;3;U04;200101
601;285;LENTE INTRAOCULAR IQ+29.00              ;LI-0000213;150;3;U04;200101
602;286;LENTE INTRAOCULAR IQ+29.50              ;LI-0000214;150;3;U04;200101
603;287;LENTE INTRAOCULAR IQ+30.00              ;LI-0000215;150;3;U04;200101
604;288;LENTE INTRAOCULAR IQ TORICO SN6AT2+6.00 ;LI-0000216;150;3;U04;200101
605;289;LENTE INTRAOCULAR IQ TORICO SN6AT2+6.50 ;LI-0000217;150;3;U04;200101
606;290;LENTE INTRAOCULAR IQ TORICO SN6AT2+7.00 ;LI-0000218;150;3;U04;200101
607;291;LENTE INTRAOCULAR IQ TORICO SN6AT2+7.50 ;LI-0000219;150;3;U04;200101
608;292;LENTE INTRAOCULAR IQ TORICO SN6AT2+8.00 ;LI-0000220;150;3;U04;200101
609;293;LENTE INTRAOCULAR IQ TORICO SN6AT2+8.50 ;LI-0000221;150;3;U04;200101
610;294;LENTE INTRAOCULAR IQ TORICO SN6AT2+9.00 ;LI-0000222;150;3;U04;200101
611;295;LENTE INTRAOCULAR IQ TORICO SN6AT2+9.50 ;LI-0000223;150;3;U04;200101
612;296;LENTE INTRAOCULAR IQ TORICO SN6AT2+10.00;LI-0000224;150;3;U04;200101
613;297;LENTE INTRAOCULAR IQ TORICO SN6AT2+10.50;LI-0000225;150;3;U04;200101
614;298;LENTE INTRAOCULAR IQ TORICO SN6AT2+11.00;LI-0000226;150;3;U04;200101
615;299;LENTE INTRAOCULAR IQ TORICO SN6AT2+11.50;LI-0000227;150;3;U04;200101
616;300;LENTE INTRAOCULAR IQ TORICO SN6AT2+12.00;LI-0000228;150;3;U04;200101
617;301;LENTE INTRAOCULAR IQ TORICO SN6AT2+12.50;LI-0000229;150;3;U04;200101
618;302;LENTE INTRAOCULAR IQ TORICO SN6AT2+13.00;LI-0000230;150;3;U04;200101
619;303;LENTE INTRAOCULAR IQ TORICO SN6AT2+13.50;LI-0000231;150;3;U04;200101
620;304;LENTE INTRAOCULAR IQ TORICO SN6AT2+14.00;LI-0000232;150;3;U04;200101
621;305;LENTE INTRAOCULAR IQ TORICO SN6AT2+14.50;LI-0000233;150;3;U04;200101
622;306;LENTE INTRAOCULAR IQ TORICO SN6AT2+15.00;LI-0000234;150;3;U04;200101
623;307;LENTE INTRAOCULAR IQ TORICO SN6AT2+15.50;LI-0000235;150;3;U04;200101
624;308;LENTE INTRAOCULAR IQ TORICO SN6AT2+16.00;LI-0000236;150;3;U04;200101
625;309;LENTE INTRAOCULAR IQ TORICO SN6AT2+16.50;LI-0000237;150;3;U04;200101
626;310;LENTE INTRAOCULAR IQ TORICO SN6AT2+17.00;LI-0000238;150;3;U04;200101
627;311;LENTE INTRAOCULAR IQ TORICO SN6AT2+17.50;LI-0000239;150;3;U04;200101
628;312;LENTE INTRAOCULAR IQ TORICO SN6AT2+18.00;LI-0000240;150;3;U04;200101
629;313;LENTE INTRAOCULAR IQ TORICO SN6AT2+18.50;LI-0000241;150;3;U04;200101
630;314;LENTE INTRAOCULAR IQ TORICO SN6AT2+19.00;LI-0000242;150;3;U04;200101
631;315;LENTE INTRAOCULAR IQ TORICO SN6AT2+19.50;LI-0000243;150;3;U04;200101
632;316;LENTE INTRAOCULAR IQ TORICO SN6AT2+20.00;LI-0000244;150;3;U04;200101
633;317;LENTE INTRAOCULAR IQ TORICO SN6AT2+20.50;LI-0000245;150;3;U04;200101
634;318;LENTE INTRAOCULAR IQ TORICO SN6AT2+21.00;LI-0000246;150;3;U04;200101
635;319;LENTE INTRAOCULAR IQ TORICO SN6AT2+21.50;LI-0000247;150;3;U04;200101
636;320;LENTE INTRAOCULAR IQ TORICO SN6AT2+22.00;LI-0000248;150;3;U04;200101
637;321;LENTE INTRAOCULAR IQ TORICO SN6AT2+22.50;LI-0000249;150;3;U04;200101
638;322;LENTE INTRAOCULAR IQ TORICO SN6AT2+23.00;LI-0000250;150;3;U04;200101
639;323;LENTE INTRAOCULAR IQ TORICO SN6AT2+23.50;LI-0000251;150;3;U04;200101
640;324;LENTE INTRAOCULAR IQ TORICO SN6AT2+24.00;LI-0000252;150;3;U04;200101
641;325;LENTE INTRAOCULAR IQ TORICO SN6AT2+24.50;LI-0000253;150;3;U04;200101
642;326;LENTE INTRAOCULAR IQ TORICO SN6AT2+25.00;LI-0000254;150;3;U04;200101
643;327;LENTE INTRAOCULAR IQ TORICO SN6AT2+25.50;LI-0000255;150;3;U04;200101
644;328;LENTE INTRAOCULAR IQ TORICO SN6AT2+26.00;LI-0000256;150;3;U04;200101
645;329;LENTE INTRAOCULAR IQ TORICO SN6AT2+26.50;LI-0000257;150;3;U04;200101
646;330;LENTE INTRAOCULAR IQ TORICO SN6AT2+27.00;LI-0000258;150;3;U04;200101
647;331;LENTE INTRAOCULAR IQ TORICO SN6AT2+27.50;LI-0000259;150;3;U04;200101
648;332;LENTE INTRAOCULAR IQ TORICO SN6AT2+28.00;LI-0000260;150;3;U04;200101
649;333;LENTE INTRAOCULAR IQ TORICO SN6AT2+28.50;LI-0000261;150;3;U04;200101
650;334;LENTE INTRAOCULAR IQ TORICO SN6AT2+29.00;LI-0000262;150;3;U04;200101
651;335;LENTE INTRAOCULAR IQ TORICO SN6AT2+29.50;LI-0000263;150;3;U04;200101
652;336;LENTE INTRAOCULAR IQ TORICO SN6AT2+30.00;LI-0000264;150;3;U04;200101
653;337;LENTE INTRAOCULAR IQ TORICO SN6AT3+6.00 ;LI-0000265;150;3;U04;200101
654;338;LENTE INTRAOCULAR IQ TORICO SN6AT3+6.50 ;LI-0000266;150;3;U04;200101
655;339;LENTE INTRAOCULAR IQ TORICO SN6AT3+7.00 ;LI-0000267;150;3;U04;200101
656;340;LENTE INTRAOCULAR IQ TORICO SN6AT3+7.50 ;LI-0000268;150;3;U04;200101
657;341;LENTE INTRAOCULAR IQ TORICO SN6AT3+8.00 ;LI-0000269;150;3;U04;200101
658;342;LENTE INTRAOCULAR IQ TORICO SN6AT3+8.50 ;LI-0000270;150;3;U04;200101
659;343;LENTE INTRAOCULAR IQ TORICO SN6AT3+9.00 ;LI-0000271;150;3;U04;200101
660;344;LENTE INTRAOCULAR IQ TORICO SN6AT3+9.50 ;LI-0000272;150;3;U04;200101
661;345;LENTE INTRAOCULAR IQ TORICO SN6AT3+10.00;LI-0000273;150;3;U04;200101
662;346;LENTE INTRAOCULAR IQ TORICO SN6AT3+10.50;LI-0000274;150;3;U04;200101
663;347;LENTE INTRAOCULAR IQ TORICO SN6AT3+11.00;LI-0000275;150;3;U04;200101
664;348;LENTE INTRAOCULAR IQ TORICO SN6AT3+11.50;LI-0000276;150;3;U04;200101
665;349;LENTE INTRAOCULAR IQ TORICO SN6AT3+12.00;LI-0000277;150;3;U04;200101
666;350;LENTE INTRAOCULAR IQ TORICO SN6AT3+12.50;LI-0000278;150;3;U04;200101
667;351;LENTE INTRAOCULAR IQ TORICO SN6AT3+13.00;LI-0000279;150;3;U04;200101
668;352;LENTE INTRAOCULAR IQ TORICO SN6AT3+13.50;LI-0000280;150;3;U04;200101
669;353;LENTE INTRAOCULAR IQ TORICO SN6AT3+14.00;LI-0000281;150;3;U04;200101
670;354;LENTE INTRAOCULAR IQ TORICO SN6AT3+14.50;LI-0000282;150;3;U04;200101
671;355;LENTE INTRAOCULAR IQ TORICO SN6AT3+15.00;LI-0000283;150;3;U04;200101
672;356;LENTE INTRAOCULAR IQ TORICO SN6AT3+15.50;LI-0000284;150;3;U04;200101
673;357;LENTE INTRAOCULAR IQ TORICO SN6AT3+16.00;LI-0000285;150;3;U04;200101
674;358;LENTE INTRAOCULAR IQ TORICO SN6AT3+16.50;LI-0000286;150;3;U04;200101
675;359;LENTE INTRAOCULAR IQ TORICO SN6AT3+17.00;LI-0000287;150;3;U04;200101
676;360;LENTE INTRAOCULAR IQ TORICO SN6AT3+17.50;LI-0000288;150;3;U04;200101
677;361;LENTE INTRAOCULAR IQ TORICO SN6AT3+18.00;LI-0000289;150;3;U04;200101
678;362;LENTE INTRAOCULAR IQ TORICO SN6AT3+18.50;LI-0000290;150;3;U04;200101
679;363;LENTE INTRAOCULAR IQ TORICO SN6AT3+19.00;LI-0000291;150;3;U04;200101
680;364;LENTE INTRAOCULAR IQ TORICO SN6AT3+19.50;LI-0000292;150;3;U04;200101
