cod_insumo;nombre_insumo;id_usuario_crea;fecha_crea;id_usuario_mod;fecha_mod;id_tipo_insumo;id_tipo_insumo_p;cod_und_negocios;cod_centro_costos;cod_insumo_siesa
57;Lentes de Contacto Torico AIR OPTIX Hidrogel Silic;1;2018-02-27 11:30:23;;;150;4;U04;200101;
58;Lentes de Contacto Proclear Esferico de -20 a +20 ;1;2018-02-27 15:03:23;;;150;4;U04;200101;
59;Lentes de Contacto Toricos (para corrección de ast;1;2018-02-27 15:04:11;;;150;4;U04;200101;
60;Lentes de Contacto Toricos (para corrección de ast;1;2018-02-27 15:05:40;;;150;4;U04;200101;
61;Lentes de Contacto Toricos SOFLENS caja x 6;1;2018-02-27 15:06:02;;;150;4;U04;200101;
62;Lentes de Contacto Reemplazo Programado AIR Optix ;1;2018-02-27 15:08:23;;;150;4;U04;200101;
63;Lentes de Contacto Reemplazo Programado O2 Optix H;1;2018-02-28 10:30:17;;;150;4;U04;200101;
64;Lentes de Contacto Reemplazo programado PURE VISIO;1;2018-02-28 10:32:00;;;150;4;U04;200101;
65;Lentes de Contacto Cosmoprotesico por unidad (cual;1;2018-02-28 10:40:25;;;150;4;U04;200101;
66;Lentes de Contacto Gas Permeable DK65 (cualquier f;1;2018-02-28 11:12:02;;;150;4;U04;200101;
67;Lentes de Contacto Gas Permeable DK50 (cualquier f;1;2018-02-28 11:15:34;;;150;4;U04;200101;
68;Lentes de Contacto Blandos de uso diario caja x 30;1;2018-02-28 11:30:56;;;150;4;U04;200101;
69;Lentes de Contacto Blandos Convencional par;1;2018-03-09 11:24:34;;;150;4;U04;200101;
70;Lentes Intraoculares MA60MA;1;2018-03-20 11:09:45;;;150;3;U04;200101;
71;Derechos de equipo de IPL;1;2018-06-19 10:26:41;;;150;3;U05;200101;
72;Lentes Intraoculares Clareon Autonome;1;2019-02-26 14:54:37;;;150;3;U04;200101;
73;LENTES INTRAOCULARES OCUFLEX +15.00;1;2019-04-30 11:04:45;;;0;3;U04;200101;
74;LENTES INTRAOCULARES OCUFLEX +16.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
75;LENTES INTRAOCULARES OCUFLEX +17.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
76;LENTES INTRAOCULARES OCUFLEX +17.50;1;2019-04-30 12:08:27;;;0;3;U04;200101;
77;LENTES INTRAOCULARES OCUFLEX +18.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
78;LENTES INTRAOCULARES OCUFLEX +18.50;1;2019-04-30 12:08:27;;;0;3;U04;200101;
79;LENTES INTRAOCULARES OCUFLEX +19.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
80;LENTES INTRAOCULARES OCUFLEX +19.50;1;2019-04-30 12:08:27;;;0;3;U04;200101;
81;LENTES INTRAOCULARES OCUFLEX +20.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
82;LENTES INTRAOCULARES OCUFLEX +20.50;1;2019-04-30 12:08:27;;;0;3;U04;200101;
83;LENTES INTRAOCULARES OCUFLEX +21.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
84;LENTES INTRAOCULARES OCUFLEX +21.50;1;2019-04-30 12:08:27;;;0;3;U04;200101;
85;LENTES INTRAOCULARES OCUFLEX +22.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
86;LENTES INTRAOCULARES OCUFLEX +22.50;1;2019-04-30 12:08:27;;;0;3;U04;200101;
87;LENTES INTRAOCULARES OCUFLEX +23.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
88;LENTES INTRAOCULARES OCUFLEX +23.50;1;2019-04-30 12:08:27;;;0;3;U04;200101;
89;LENTES INTRAOCULARES OCUFLEX +24.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
90;LENTES INTRAOCULARES OCUFLEX +24.50;1;2019-04-30 12:08:27;;;0;3;U04;200101;
91;LENTES INTRAOCULARES OCUFLEX +25.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
92;LENTES INTRAOCULARES OCUFLEX +26.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
93;LENTES INTRAOCULARES OCUFLEX +27.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
94;LENTES INTRAOCULARES OCUFLEX +28.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
95;LENTES INTRAOCULARES OCUFLEX +29.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
96;LENTES INTRAOCULARES OCUFLEX +30.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
97;LENTES INTRAOCULARES OCUFLEX +31.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
98;LENTES INTRAOCULARES OCUFLEX +32.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
99;LENTES INTRAOCULARES OCUFLEX +33.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
100;LENTES INTRAOCULARES OCUFLEX +34.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
101;LENTES INTRAOCULARES SA60AT+6.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
102;LENTES INTRAOCULARES SA60AT+6.50;1;2019-04-30 12:08:27;;;0;3;U04;200101;
103;LENTES INTRAOCULARES SA60AT+7.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
104;LENTES INTRAOCULARES SA60AT+7.50;1;2019-04-30 12:08:27;;;0;3;U04;200101;
105;LENTES INTRAOCULARES SA60AT+8.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
106;LENTES INTRAOCULARES SA60AT+8.50;1;2019-04-30 12:08:27;;;0;3;U04;200101;
107;LENTES INTRAOCULARES SA60AT+9.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
108;LENTES INTRAOCULARES SA60AT+9.50;1;2019-04-30 12:08:27;;;0;3;U04;200101;
109;LENTES INTRAOCULARES SA60AT+10.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
110;LENTES INTRAOCULARES SA60AT+10.50;1;2019-04-30 12:08:27;;;0;3;U04;200101;
111;LENTES INTRAOCULARES SA60AT+11.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
112;LENTES INTRAOCULARES SA60AT+11.50;1;2019-04-30 12:08:27;;;0;3;U04;200101;
113;LENTES INTRAOCULARES SA60AT+12.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
114;LENTES INTRAOCULARES SA60AT+12.50;1;2019-04-30 12:08:27;;;0;3;U04;200101;
115;LENTES INTRAOCULARES SA60AT+13.00;1;2019-04-30 12:08:27;;;0;3;U04;200101;
116;LENTES INTRAOCULARES SA60AT+13.50;1;2019-04-30 12:08:27;;;0;3;U04;200101;
117;LENTES INTRAOCULARES SA60AT+14.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
118;LENTES INTRAOCULARES SA60AT+14.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
119;LENTES INTRAOCULARES SA60AT+15.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
120;LENTES INTRAOCULARES SA60AT+15.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
121;LENTES INTRAOCULARES SA60AT+16.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
122;LENTES INTRAOCULARES SA60AT+16.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
123;LENTES INTRAOCULARES SA60AT+17.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
124;LENTES INTRAOCULARES SA60AT+17.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
125;LENTES INTRAOCULARES SA60AT+18.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
126;LENTES INTRAOCULARES SA60AT+18.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
127;LENTES INTRAOCULARES SA60AT+19.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
128;LENTES INTRAOCULARES SA60AT+19.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
129;LENTES INTRAOCULARES SA60AT+20.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
130;LENTES INTRAOCULARES SA60AT+20.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
131;LENTES INTRAOCULARES SA60AT+21.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
132;LENTES INTRAOCULARES SA60AT+21.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
133;LENTES INTRAOCULARES SA60AT+22.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
134;LENTES INTRAOCULARES SA60AT+22.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
135;LENTES INTRAOCULARES SA60AT+23.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
136;LENTES INTRAOCULARES SA60AT+23.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
137;LENTES INTRAOCULARES SA60AT+24.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
138;LENTES INTRAOCULARES SA60AT+24.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
139;LENTES INTRAOCULARES SA60AT+25.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
140;LENTES INTRAOCULARES SA60AT+25.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
141;LENTES INTRAOCULARES SA60AT+26.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
142;LENTES INTRAOCULARES SA60AT+26.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
143;LENTES INTRAOCULARES SA60AT+27.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
144;LENTES INTRAOCULARES SA60AT+27.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
145;LENTES INTRAOCULARES SA60AT+28.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
146;LENTES INTRAOCULARES SA60AT+28.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
147;LENTES INTRAOCULARES SA60AT+29.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
148;LENTES INTRAOCULARES SA60AT+29.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
149;LENTES INTRAOCULARES SA60AT+30.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
150;LENTES INTRAOCULARES SA60AT+30.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
151;LENTES INTRAOCULARES SA60AT+31.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
152;LENTES INTRAOCULARES SA60AT+31.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
153;LENTES INTRAOCULARES SA60AT+32.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
154;LENTES INTRAOCULARES SA60AT+32.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
155;LENTES INTRAOCULARES SA60AT+33.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
156;LENTES INTRAOCULARES SA60AT+33.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
157;LENTES INTRAOCULARES SA60AT+34.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
158;LENTES INTRAOCULARES SA60AT+34.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
159;LENTES INTRAOCULARES SA60AT+35.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
160;LENTES INTRAOCULARES SA60AT+35.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
161;LENTES INTRAOCULARES SA60AT+36.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
162;LENTES INTRAOCULARES SA60AT+36.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
163;LENTES INTRAOCULARES SA60AT+37.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
164;LENTES INTRAOCULARES SA60AT+37.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
165;LENTES INTRAOCULARES SA60AT+38.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
166;LENTES INTRAOCULARES SA60AT+38.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
167;LENTES INTRAOCULARES SA60AT+39.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
168;LENTES INTRAOCULARES SA60AT+39.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
169;LENTES INTRAOCULARES SA60AT+40.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
170;LENTES INTRAOCULARES NATURAL+6.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
171;LENTES INTRAOCULARES NATURAL+6.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
172;LENTES INTRAOCULARES NATURAL+7.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
173;LENTES INTRAOCULARES NATURAL+7.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
174;LENTES INTRAOCULARES NATURAL+8.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
175;LENTES INTRAOCULARES NATURAL+8.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
176;LENTES INTRAOCULARES NATURAL+9.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
177;LENTES INTRAOCULARES NATURAL+9.30;1;2019-04-30 12:08:28;;;0;3;U04;200101;
178;LENTES INTRAOCULARES NATURAL+10.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
179;LENTES INTRAOCULARES NATURAL+10.30;1;2019-04-30 12:08:28;;;0;3;U04;200101;
180;LENTES INTRAOCULARES NATURAL+11.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
181;LENTES INTRAOCULARES NATURAL+11.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
182;LENTES INTRAOCULARES NATURAL+12.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
183;LENTES INTRAOCULARES NATURAL+12.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
184;LENTES INTRAOCULARES NATURAL+13.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
185;LENTES INTRAOCULARES NATURAL+13.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
186;LENTES INTRAOCULARES NATURAL+14.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
187;LENTES INTRAOCULARES NATURAL+14.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
188;LENTES INTRAOCULARES NATURAL+15.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
189;LENTES INTRAOCULARES NATURAL+15.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
190;LENTES INTRAOCULARES NATURAL+16.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
191;LENTES INTRAOCULARES NATURAL+16.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
192;LENTES INTRAOCULARES NATURAL+17.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
193;LENTES INTRAOCULARES NATURAL+17.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
194;LENTES INTRAOCULARES NATURAL+18.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
195;LENTES INTRAOCULARES NATURAL+18.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
196;LENTES INTRAOCULARES NATURAL+19.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
197;LENTES INTRAOCULARES NATURAL+19.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
198;LENTES INTRAOCULARES NATURAL+20.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
199;LENTES INTRAOCULARES NATURAL+20.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
200;LENTES INTRAOCULARES NATURAL+21.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
201;LENTES INTRAOCULARES NATURAL+21.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
202;LENTES INTRAOCULARES NATURAL+22.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
203;LENTES INTRAOCULARES NATURAL+22.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
204;LENTES INTRAOCULARES NATURAL+23.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
205;LENTES INTRAOCULARES NATURAL+23.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
206;LENTES INTRAOCULARES NATURAL+24.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
207;LENTES INTRAOCULARES NATURAL+24.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
208;LENTES INTRAOCULARES NATURAL+25.00;1;2019-04-30 12:08:28;;;0;3;U04;200101;
209;LENTES INTRAOCULARES NATURAL+25.50;1;2019-04-30 12:08:28;;;0;3;U04;200101;
210;LENTES INTRAOCULARES NATURAL+26.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
211;LENTES INTRAOCULARES NATURAL+26.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
212;LENTES INTRAOCULARES NATURAL+27.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
213;LENTES INTRAOCULARES NATURAL+27.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
214;LENTES INTRAOCULARES NATURAL+28.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
215;LENTES INTRAOCULARES NATURAL+28.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
216;LENTES INTRAOCULARES NATURAL+29.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
217;LENTES INTRAOCULARES NATURAL+29.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
218;LENTES INTRAOCULARES NATURAL+30.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
219;LENTES INTRAOCULARES NATURAL+30.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
220;LENTES INTRAOCULARES NATURAL+31.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
221;LENTES INTRAOCULARES NATURAL+31.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
222;LENTES INTRAOCULARES NATURAL+32.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
223;LENTES INTRAOCULARES NATURAL+32.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
224;LENTES INTRAOCULARES NATURAL+33.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
225;LENTES INTRAOCULARES NATURAL+33.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
226;LENTES INTRAOCULARES NATURAL+34.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
227;LENTES INTRAOCULARES NATURAL+34.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
228;LENTES INTRAOCULARES NATURAL+35.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
229;LENTES INTRAOCULARES NATURAL+35.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
230;LENTES INTRAOCULARES NATURAL+36.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
231;LENTES INTRAOCULARES NATURAL+36.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
232;LENTES INTRAOCULARES NATURAL+37.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
233;LENTES INTRAOCULARES NATURAL+37.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
234;LENTES INTRAOCULARES NATURAL+38.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
235;LENTES INTRAOCULARES NATURAL+38.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
236;LENTES INTRAOCULARES NATURAL+39.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
237;LENTES INTRAOCULARES NATURAL+39.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
238;LENTES INTRAOCULARES NATURAL+40.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
239;LENTES INTRAOCULARES IQ+6.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
240;LENTES INTRAOCULARES IQ+6.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
241;LENTES INTRAOCULARES IQ+7.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
242;LENTES INTRAOCULARES IQ+7.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
243;LENTES INTRAOCULARES IQ+8.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
244;LENTES INTRAOCULARES IQ+8.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
245;LENTES INTRAOCULARES IQ+9.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
246;LENTES INTRAOCULARES IQ+9.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
247;LENTES INTRAOCULARES IQ+10.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
248;LENTES INTRAOCULARES IQ+10.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
249;LENTES INTRAOCULARES IQ+11.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
250;LENTES INTRAOCULARES IQ+11.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
251;LENTES INTRAOCULARES IQ+12.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
252;LENTES INTRAOCULARES IQ+12.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
253;LENTES INTRAOCULARES IQ+13.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
254;LENTES INTRAOCULARES IQ+13.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
255;LENTES INTRAOCULARES IQ+14.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
256;LENTES INTRAOCULARES IQ+14.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
257;LENTES INTRAOCULARES IQ+15.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
258;LENTES INTRAOCULARES IQ+15.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
259;LENTES INTRAOCULARES IQ+16.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
260;LENTES INTRAOCULARES IQ+16.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
261;LENTES INTRAOCULARES IQ+17.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
262;LENTES INTRAOCULARES IQ+17.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
263;LENTES INTRAOCULARES IQ+18.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
264;LENTES INTRAOCULARES IQ+18.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
265;LENTES INTRAOCULARES IQ+19.00;1;2019-04-30 12:08:29;;;0;3;U04;200101;
266;LENTES INTRAOCULARES IQ+19.50;1;2019-04-30 12:08:29;;;0;3;U04;200101;
